"","nsamp","p_True_influ","d_TRAE","d_B","d_O","d_R","d_ILI","d_Com","d_Hos","d_ICU","p_B_Hos","p_B_S","p_B_O","p_B_B","p_B_P","p_O_Suscep_Hos","p_O_Suscep_S","p_O_Suscep_O","p_O_Suscep_B","p_O_Suscep_P","p_O_Res_Hos","p_O_Res_S","p_O_Res_O","p_O_Res_B","p_O_Res_P","p_ICU","p_B_Hos_Death","p_O_Hos_Death","p_O_Res_Hos_Death","q_ICU","q_Hos","q_S","q_O","q_B","q_P","q_ILI","q_TRAE","c_Outpatient","c_Test","c_B","c_O","c_Baseline","c_Inpatient","c_ICU","q_influ","p_HR","d_HR_B","d_HR_O","d_HR_R","d_HR_Hos","p_HR_B_Hos","p_HR_B_S","p_HR_B_O","p_HR_B_B","p_HR_B_P","p_HR_O_Suscep_Hos","p_HR_O_Suscep_S","p_HR_O_Suscep_O","p_HR_O_Suscep_B","p_HR_O_Suscep_P","p_HR_O_Res_Hos","p_HR_O_Res_S","p_HR_O_Res_O","p_HR_O_Res_B","p_HR_O_Res_P","p_HR_ICU","p_HR_B_Hos_Death","p_HR_O_Hos_Death","p_HR_O_Res_Hos_Death"
"11",11,0.999999959144898,7.05785621878262,54.2180620500873,54.0623285570775,75.4774659501975,8.31356669652833,10.2194546786538,3.10770082652398,3.5256407641379,0.00221395704093768,0.00838179259069644,0.000539223046062628,0.0361005243446312,0.0185305349688526,0.00455505398536261,1.16873548636597e-05,0.000639962495547033,0.00536242777923966,5.71391746902159e-31,0.00882083063999504,0.000251181248194358,8.14248513269658e-40,0.0470461509391881,0.0911868390560967,0.0338454408887307,0.0121425996544391,0.0675347238930779,0.0837541217088542,0.5955023453038,0.667737725793159,0.168615053203245,0.167499567434284,0.116775604023382,0.0370203370061696,0.319201638200336,0.205582557791828,187.754746893412,58.3282181183561,122.827131161719,78.8127367438199,1.99389727962742,584.047130413353,1890.12989310219,0.248244699773466,0.264114992359024,77.3960587259627,83.1523948821146,110.663026187835,4.84831697885628,0.00373905001718043,0.000107572326182256,1.43805542466088e-27,0.0206568371872524,0.0157625320875764,0.0141864141783205,4.60723523756399e-05,0.000500207416821826,0.0389184720777026,0.00953762025354572,0.0152022977220709,0.0140076033798004,0.00276186839231023,0.0447351799353576,0.000763123628132666,0.123429704570801,0.0479639737679184,0.103166908360277,0.14236987531632
"12",12,0.999993023052508,10.3890196920813,56.5548650968298,55.4098214672395,72.1689774065901,8.16981760267699,8.58048809800842,3.03052364581313,3.00627403636554,0.00214077331550084,0.00699738992939902,0.00640073005206138,0.0717741714003859,0.00428122701527009,0.003913993987313,4.45024771934597e-18,9.79367909584716e-07,0.0199316595265975,5.773250107619e-33,0.00544768135794786,0.00937230697840335,4.8695043435084e-91,0.0141328788991249,0.0357737072814921,0.0366511407715936,0.0456327594304081,0.0701655078825383,0.0790572530582579,0.49021305090538,0.638735384039501,0.150568096911731,0.152915755172694,0.148135692479515,0.0766663070884585,0.284569635964434,0.220500850603089,260.03709431067,64.0170540708395,117.827151243086,95.537033238238,2.01279166328136,613.390240753724,2041.89869401451,0.211257052145411,0.273881621970848,69.4157751415929,82.1030630076936,106.86387054993,4.26947322191858,0.00169516385462851,3.09270086902139e-07,0.000272734963753619,0.00648369701113173,1.16337121593558e-155,0.00977344749614766,0.00114462801884215,0.00370522929103385,0.0241814215987832,0.0108939547685005,0.0129382860648253,0.0222273052893678,0.00520324777777416,0.0565392914235027,0.0010583113232336,0.123558465483967,0.0522472345413032,0.112010813830063,0.133230073266752
"13",13,0.987798684092005,8.65809206562517,56.7192807956431,53.4351254662997,76.8007055992464,7.40650858573541,7.07377985569292,6.22742694041694,3.62289803235684,0.00162113930079439,0.00390410545955776,0.00595799281946186,0.0124915721667481,0.00194690169409234,0.00579906710090056,1.78827280353247e-71,1.8827474042173e-06,0.00951919444411143,4.92924987414721e-22,0.00598289347788969,0.0554995920877366,9.38682717705551e-17,0.0572679003733426,0.0642113351291029,0.0324459879050559,0.0133158360672928,0.0628362375987279,0.0972420870176336,0.563957318729226,0.630986429468788,0.142698559572126,0.13815971129083,0.127707463603388,0.0766483791253171,0.338789595022111,0.181359654363109,211.438786774618,56.5053242449522,123.330323390566,94.8529894991759,2.18128501655823,624.809566535394,2006.80336737412,0.209052682712087,0.283252247197682,77.8815963710291,87.5641516535071,103.28991331105,4.55678875166499,0.00517669484598138,0.00013704178832196,3.05974580501073e-79,0.0125129176467425,0.00222142773530772,0.00872917784446346,0.0015964452920003,0.000811508535271665,0.0363761810578769,0.0224969543750809,0.0080891594713814,0.0211772384297082,0.0164810693085697,0.0427735833313968,0.0161822425705212,0.126797735920939,0.0450578124862849,0.0820833565335533,0.131305213124674
"14",14,1,8.55899859858065,50.4990969629454,51.9575982111601,87.2151626431579,6.98266206621626,11.5173545329546,2.38369370406414,2.47440629423527,0.00530483062657986,0.00620196873969169,0.00126583246115095,0.0384521864339172,0.00609418286113679,0.00461433526174285,0.000716941834658085,3.82106090973021e-05,0.0241803984885105,9.35911852942299e-39,0.00720364703686911,0.0059881098551379,3.21111096883048e-11,0.060394711482529,0.0692792052342258,0.0375842357450134,0.0833242520353628,0.072857817583227,0.0839554186504707,0.478658483756797,0.691840525459281,0.180668163881317,0.189095155864921,0.136939595510795,0.239376454336789,0.299502932986407,0.180815735351923,175.2780323697,58.6451265037774,125.360878962651,84.7384461821685,1.71303287420429,689.921693315268,1952.87035383735,0.137099941383578,0.274915060752632,69.3348486698142,79.2549215613613,108.864142136424,5.74157259449003,0.00547990185797048,0.00706823835040917,2.98917477757185e-111,0.0620987415294103,2.81161158386507e-09,0.0129886568976798,0.00351533349373347,0.0204681954622406,0.0166244445686103,0.0115604686953947,0.0130707742972318,0.0213684395083994,0.0042107920716501,0.0905074062945364,0.00691586165683057,0.118496912959229,0.118292364522991,0.0973205916339455,0.128690319510578
"15",15,0.999999994777731,8.69077026484844,53.8155437329743,55.6531227505066,85.1718917378971,7.43792986887792,10.0209416207868,4.75761519740584,3.55069737271165,0.00199152384682605,0.00225518780645753,0.00234070531095807,0.0211310778163508,0.00601003763124443,0.00516247974927801,3.41395545013053e-36,0.000348849902514995,0.0381262458639583,7.75972051013761e-28,0.00770087631076868,0.00771031981377219,5.38108363773777e-61,0.0436412317863835,0.0547957109769619,0.0315397234570345,0.0335528046315382,0.0698741245631568,0.090047673420805,0.506576415824152,0.62451676338781,0.146910131109804,0.145179783708108,0.147613585533306,0.0893013192721642,0.274775527141589,0.213385024166022,206.683026036887,59.0801709807032,125.56851078446,100.989885195701,1.51554866791471,754.241984972575,1963.2749488753,0.187042706084131,0.276384652947209,74.8721571885465,77.4138273001009,99.4701741106563,4.74820208632989,0.00280632500350041,8.25577766804813e-06,1.42818976805669e-16,0.0240107985984883,2.28995847239633e-06,0.00771959904766537,4.60582009946539e-05,0.00235693821089392,0.0079684990649389,0.00148166461832662,0.023947385492632,0.0105616511544699,0.000645809461087279,0.0530389041559586,0.00579852094281678,0.113085200647837,0.049987273077203,0.0914045805021454,0.137051867761157
"16",16,1,8.04019328218454,52.5791692309395,55.3589543886085,82.7247105075277,8.23869215380783,9.1284040864443,4.05055808913102,3.92779616974502,0.00257110142054698,0.00363769187232217,0.00378650855331481,0.0217197521582694,0.000854871667465578,0.00597242680185917,7.36462034256135e-37,1.3633554193342e-08,0.00987536575670094,1.72139007727635e-25,0.00647028198857247,0.00351670557488684,9.89256846862749e-20,0.0428725133958561,0.00260273887371261,0.0312378434757775,0.0645909162988664,0.0589131241807309,0.0873012478280772,0.475684102475918,0.640890161492882,0.143622010383943,0.157467015100439,0.140307972832802,0.150126640096075,0.327976331594596,0.197503682475116,218.421117446789,59.1520277927181,121.22352184123,82.3003110647389,2.25140197022546,696.275788587277,2035.15081768891,0.246445364839037,0.277136313938175,68.4648101956112,81.3280100340892,100.195287965769,3.40497369804427,0.00273034238687242,0.0243269055830296,1.71214773132461e-79,0.0253281130850318,4.14759761470343e-22,0.0111909262689864,0.00860133799939465,0.016804654254712,0.0457001392407846,0.000261904739736296,0.0121469894992131,0.014813724175433,0.00817892962265924,0.0418233809778081,0.00714264484013448,0.127119383954112,0.0778149116058022,0.0859508820823564,0.137688958160672
"17",17,0.999999835637321,8.20351960056001,53.6653101043444,54.165517281528,80.0478819798484,7.48911312758886,11.6492834718911,3.59574008468382,2.0138832571474,0.0030479295375147,0.00241228937581879,0.00554422972449991,0.0160055924096437,0.00892226271530484,0.00534135808647747,1.79764604170813e-26,0.00272293644648046,0.0282632153739524,2.89251077828459e-85,0.00559836035122152,0.00318926176551895,1.53634774841007e-33,0.025306412699453,0.0553648283373704,0.0302046848424811,0.0113040813383494,0.0669310783150029,0.0908255819454823,0.525894064637604,0.661573788840815,0.149143213946993,0.15785366367177,0.139522792996885,0.225118691417338,0.211920537809693,0.188477565403937,166.983497983875,60.7950952345987,125.378079584667,96.3136254353703,2.138555762447,743.433620746039,2035.46410032567,0.18610964990209,0.269015625105404,68.3675105408772,78.6360538198234,96.9644311074979,5.72726507803113,0.00164542002993703,0.011403588882908,8.57770945392763e-52,0.0142604740271562,1.51203340487111e-24,0.00705858647748544,0.0102633765894349,0.000905180060605629,0.0280872032974028,9.17720860247542e-08,0.0167841447796066,0.00998362463020829,0.00447607457558198,0.0387664083405801,0.0149736285045441,0.13554337025953,0.0082547534452279,0.115822480935294,0.128355408149971
"18",18,0.998528584200212,6.61608800292579,59.2077935738862,51.9974982828891,79.909731966572,7.92468969576243,11.1339032353,3.32672495244601,1.7369440025387,0.0027062331459248,0.00124410250346878,0.00210984833145969,0.0122854583024813,0.00545126439895102,0.005344341907979,0.00347628196191184,5.41365687558624e-07,0.0257215690910973,0.00281266258251748,0.00644004981359307,0.00227528119907433,8.19884569181477e-16,0.0401195649707188,0.0620993580127115,0.0341244240611321,0.0529607776075532,0.0749231660049686,0.100352094178247,0.554844958762664,0.64057256817112,0.16014645147742,0.176205227746867,0.111355843797681,0.0303626205909991,0.306823053616853,0.212627062946617,218.350593407183,58.4196932640901,124.879015917486,77.8046913093836,1.48758711041107,613.555273471635,2005.45750033889,0.192142012408685,0.270629887591926,75.9043441042948,83.7329115530082,106.445797911683,7.95637512323931,0.00408778080189298,0.00167699267524479,3.50023916169651e-75,0.0218343018139297,3.18128360295074e-41,0.0111987653328583,0.0121854353875509,0.000287440530582171,0.018419244948849,0.00595361483914211,0.0169783695637764,0.0326555184841597,0.00668945309464278,0.0711413258199153,0.00853816445454622,0.135439320585648,0.0608126322623378,0.0849115868277627,0.146616343687074
"19",19,0.999997164825415,7.197692862346,53.548493783018,53.6207385337714,85.6534998854003,7.82334568695717,7.78631743466859,5.60589476796887,1.99103347232607,0.00256123664803043,0.00844881966892201,0.00841725052595717,0.0326677463958741,0.00600473674599776,0.00678060135685203,3.79337116001205e-91,0.00034397651745235,0.0073080375505451,3.48511875217371e-19,0.00761852125611079,0.00526028495775208,4.83288387013363e-13,0.0694237481996203,0.0252087672700189,0.0395192173748151,0.0450705179492601,0.0650915343405549,0.0961678543455282,0.545210711785441,0.772322117082138,0.160097861015872,0.174159672505653,0.216362664862884,0.412118281666404,0.280313283970445,0.178402942998511,243.075624409509,53.1345006165188,126.734471128417,86.8280634095927,2.25287172145793,631.046553587137,2017.97022548517,0.0958016523635718,0.277694025657075,74.3688486735763,79.3403417865249,96.8503013496572,8.5115125862301,0.00224076918463359,0.00135777574999462,1.94045215702383e-22,0.0323669280393224,1.9585997263604e-05,0.0121060270280443,0.000158598976625812,0.00173150147883363,0.0246780533176105,0.00622008716059331,0.0188624467687615,0.0522948177623777,0.00299528682995479,0.0803718896628386,0.00221171567840882,0.125825751453557,0.114394619227783,0.0940919553475146,0.146739026770336
"20",20,0.999999989416586,6.84606513892492,52.9400994293552,53.7661582853443,85.6320131688591,7.72861204655341,7.34205110331823,3.19415242972903,3.44004480124304,0.0023346609099042,0.0191727901723298,0.0139661578456569,0.0411547580533598,0.00713037146502885,0.00581206627003374,1.21130798280807e-83,0.00501427725898641,0.0281721039608351,5.82990043414256e-09,0.00871884583608177,0.00088681216778472,1.17244303560149e-62,0.0229521468461364,0.0532639385255977,0.0338008156054951,0.00752024629261913,0.0755000081630388,0.0864797670861224,0.552062384316154,0.6806053616494,0.124622357073464,0.140054340893842,0.166779320867425,0.0783169927690205,0.230941143717176,0.160705966404203,167.6372472424,59.4138525178593,123.257063984278,100.618195788779,2.45472514579732,626.985606439473,1998.02154799391,0.199470354234094,0.279129071449191,70.5306364022506,78.7963429584615,108.838754962065,5.4507568160982,0.00454782341287073,2.43559542827576e-05,5.1539124793866e-06,0.0219284434958094,4.74668841070522e-60,0.01170898820428,0.00157354726384446,0.0112632011486428,0.0127391793502488,0.0178388864050012,0.017034322972618,0.0267398259739695,0.0025484395776011,0.0687590348350572,0.000379997400164461,0.124060519529724,0.0299111146547301,0.090171932575327,0.135379823482507
"21",21,0.999999996661701,6.55509080376426,50.9730021965364,51.7025122404043,78.1844936059563,7.51493368040765,10.1074675754781,2.98737373152232,2.62048095909158,0.00344020670810759,0.00110248209610189,0.0202964758555898,0.0112557069934762,0.00116423208534892,0.00509555894946903,3.94125716230567e-134,2.79678770393502e-11,0.024342967975382,0.00068513177235881,0.0062808137587903,0.000360708857476292,1.18499871982313e-23,0.0578868229328515,0.0438227524195711,0.035624969589399,0.0372383247963128,0.0663895741582093,0.0979026100589511,0.529993517756487,0.685139131264828,0.143726665910286,0.165528093149036,0.12838730976734,0.392189484770999,0.286516144929392,0.173212165312203,204.896370633521,64.1744374731996,127.908159897192,77.7111254992029,1.8846189511732,621.787978846358,1970.56052952789,0.197821015748454,0.279798538568231,77.9359797278923,81.8875816420189,103.72796091156,8.07601386607006,0.00620514336694218,0.00320790762676373,1.73659591618692e-12,0.00781828524000866,7.94661274045763e-13,0.012623064002685,6.91789039680697e-05,0.000585353261763533,0.0195871966601965,0.000570815534505922,0.0135524063349178,0.0250523721130522,0.00148511306085484,0.0703514443813927,0.00588540777792552,0.126240305088532,0.0505031589145534,0.112636094128509,0.139198478717486
